Voltage,Current
0.1,54.44412396387631
0.10660660660660662,54.669605743503965
0.11321321321321322,54.888202470531425
0.11981981981981982,55.10050879338027
0.12642642642642643,55.307038393080525
0.13303303303303304,55.508238625286424
0.13963963963963966,55.704501924208984
0.14624624624624624,55.89617480293131
0.15285285285285286,56.083565041743206
0.15945945945945947,56.26694749136052
0.16606606606606605,56.446568803907766
0.17267267267267267,56.62265132429707
0.17927927927927928,56.79539631724075
0.1858858858858859,56.96498666348423
0.1924924924924925,57.13158912821567
0.1990990990990991,57.2953562818083
0.2057057057057057,57.45642813588509
0.21231231231231232,57.61493354463668
0.2189189189189189,57.770991411292265
0.22552552552552552,57.924711731867745
0.23213213213213213,58.076196502237636
0.23873873873873874,58.22554050978899
0.24534534534534533,58.372832027115024
0.25195195195195197,58.51815342216863
0.2585585585585586,58.66158169685265
0.2651651651651652,58.80318896404569
0.2717717717717718,58.9430428714522
0.27837837837837837,59.081206979347066
0.284984984984985,59.217741098200314
0.2915915915915916,59.35270159127003
0.29819819819819815,59.486141646506496
0.30480480480480476,59.618111521487734
0.3114114114114114,59.74865876458569
0.318018018018018,59.87782841512276
0.3246246246246246,60.00566318490772
0.3312312312312312,60.132203623225564
0.33783783783783783,60.25748826708794
0.34444444444444444,60.38155377832225
0.35105105105105106,60.504435068881676
0.35765765765765767,60.62616541559009
0.3642642642642643,60.746776565390405
0.3708708708708709,60.866298832039874
0.3774774774774775,60.98476118508661
0.3840840840840841,61.10219133186756
0.3906906906906906,61.21861579318523
0.39729729729729724,61.334059973248884
0.40390390390390385,61.44854822440273
0.41051051051051046,61.562103907108124
0.4171171171171171,61.674749445598536
0.4237237237237237,61.786506379582605
0.4303303303303303,61.89739541233298
0.4369369369369369,62.00743645546518
0.44354354354354353,62.11664867068051
0.45015015015015014,62.22505050872104
0.45675675675675675,62.332659745760836
0.46336336336336337,62.43949351743675
0.46996996996997,62.54556835070318
0.4765765765765766,62.6509001936785
0.4831831831831832,62.75550444363586
0.4897897897897898,62.85939597327729
0.4963963963963963,62.96258915541826
0.5030030030030029,63.06509788619844
0.5096096096096095,63.16693560692506
0.5162162162162162,63.26811532464584
0.5228228228228228,63.36864963154078
0.5294294294294294,63.468550723214555
0.536036036036036,63.567830415964885
0.5426426426426426,63.666500163095904
0.5492492492492492,63.76457107034047
0.5558558558558558,63.86205391045006
0.5624624624624625,63.95895913700657
0.5690690690690691,64.05529689750622
0.5756756756756757,64.15107704576168
0.5822822822822823,64.24630915366566
0.5888888888888889,64.34100252235535
0.5954954954954955,64.43516619281496
0.602102102102102,64.52880895595013
0.6087087087087086,64.62193936216639
0.6153153153153152,64.71456573048096
0.6219219219219219,64.80669615719545
0.6285285285285285,64.89833852415506
0.6351351351351351,64.9895005066181
0.6417417417417417,65.08018958075803
0.6483483483483483,65.17041303081893
0.6549549549549549,65.26017795594356
0.6615615615615615,65.3494912766923
0.6681681681681682,65.43835974126988
0.6747747747747748,65.52678993147555
0.6813813813813813,65.61478826839198
0.6879879879879879,65.70236101782623
0.6945945945945945,65.78951429551651
0.7012012012012011,65.87625407211615
0.7078078078078077,65.96258617796718
0.7144144144144143,66.04851630767355
0.721021021021021,66.13405002448464
0.7276276276276276,66.21919276449835
0.7342342342342342,66.30394984069284
0.7408408408408408,66.38832644679543
0.7474474474474474,66.47232766099654
0.754054054054054,66.5559584495162
0.7606606606606606,66.63922367003029
0.7672672672672672,66.7221280749632
0.7738738738738739,66.80467631465297
0.7804804804804805,66.88687294039539
0.7870870870870871,66.96872240737213
0.7936936936936936,67.05022907746859
0.8003003003003002,67.13139722198646
0.8069069069069068,67.21223102425566
